기준년월,내판매순위,코드,명,매장코드,매장명,판매상품SEQ,판매상품명
202010,2,S000126,백양사(천안),33,한식코너,1100022182,삼채애호박찌개(신)
202010,3,S000126,백양사(천안),40,탐앤탐스,1100023881,카페아메리카노 
202010,4,S000126,백양사(천안),52,드롭탑,1100017900,아이스아메리카노
202010,5,S000126,백양사(천안),33,한식코너,1100033286,삼채비빕밥(표준레시피)
202010,1,S000130,곡성(천안),9,080_가판(호도),1100026712,소떡소떡(신)
202010,2,S000130,곡성(천안),12,130_커피2(엔제리너스),1100017417,아이스 아메리카노
202010,3,S000130,곡성(천안),51,임실치즈,1100023730,구워먹는 치즈
202010,4,S000130,곡성(천안),12,130_커피2(엔제리너스),1100017416,핫 아메리카노
202010,5,S000130,곡성(천안),2,020_한식당,1100021835,제육덮밥
202010,1,S000131,곡성(순천),41,탐앤탐스(직영),1100023859,아이스카페아메리카노
202010,2,S000131,곡성(순천),25,001_한식코너,1100018409,흑돼지김치찌개 
202010,3,S000131,곡성(순천),41,탐앤탐스(직영),1100023881,카페아메리카노
202010,4,S000131,곡성(순천),39,열린매장(직영),1100006235,호도과자 
202010,5,S000131,곡성(순천),36,열린매장2(직영),1100026712,소떡소떡(신)
202010,1,S000141,이천(하남),10,호두과자,1100021354,우리밀천안호두과자(5000) 
202010,2,S000141,이천(하남),10,호두과자,1100021355,우리밀천안호두과자(10000)
202010,3,S000141,이천(하남),10,호두과자,1100017781,우리밀천안호도과자(3000) 
202010,4,S000141,이천(하남),6,소시지,1100026927,소떡소떡
202010,5,S000141,이천(하남),6,소시지,1100026924,부산오뎅(3000)
202010,1,S000144,이천(남이),75,카페드롭탑,1100026110,ICE아메리카노/드롭탑
202010,2,S000144,이천(남이),75,카페드롭탑,1100026093,아메리카노/드롭탑
202010,3,S000144,이천(남이),41,델리쉐프(1),1100026927,소떡소떡
202010,4,S000144,이천(남이),60,한식매장,1100033291,해물순두부(표준레시피)
202010,5,S000144,이천(남이),60,한식매장,1100033298,비빔밥(표준레시피)
202010,1,S000145,음성(하남),44,(신)호두과자/오징어,1100006284,10000호두과자 
202010,2,S000145,음성(하남),41,(신)엔제리너스,1100019660,아메리카노(I) 
202010,3,S000145,음성(하남),44,(신)호두과자/오징어,1100006261,즉석호도과자 
202010,4,S000145,음성(하남),42,(신)간식(중앙),1100028770,떡햄바
202010,5,S000145,음성(하남),41,(신)엔제리너스,1100019637,아메리카노(H) 
202010,1,S000146,음성(남이),37,(신)탐앤탐스,1100023881,카페아메리카노 
202010,2,S000146,음성(남이),37,(신)탐앤탐스,1100023859,아이스카페아메리카노 
202010,3,S000146,음성(남이),52,(신)양식전문점,1100033403,수제돈가스(표준레시피)
202010,4,S000146,음성(남이),51,(신)한식전문점,1100032582,동의)김치사골국밥
202010,5,S000146,음성(남이),41,(신)호두과자/오징어,1100006261,즉석호도과자 
202010,1,S000149,오창(하남),59,소미미,1300012226,소미미2500빵
202010,2,S000149,오창(하남),5,라면/김밥,1100023616,충무김밥
202010,3,S000149,오창(하남),59,소미미,1100016935,소미미2000빵
202010,4,S000149,오창(하남),43,양식당,1100030442,⑨등심돈가스
202010,5,S000149,오창(하남),5,라면/김밥,1100023657,떡만두라면정식
202010,1,S000153,금산인삼랜드(대전),111,인삼반상(18.12.1직영),1100024320,31.인삼갈비탕[10000]한식
202010,2,S000153,금산인삼랜드(대전),42,호도과자1,1100006292,5000호두과자 
202010,3,S000153,금산인삼랜드(대전),42,호도과자1,1100006285,3000호두과자 
202010,4,S000153,금산인삼랜드(대전),132,핫바(12월직영),1100020778,소떡소떡[3500]핫바
202010,5,S000153,금산인삼랜드(대전),111,인삼반상(18.12.1직영),1100033360,해물순두부(표준레시피)
202010,1,S000154,금산인삼랜드(통영),15,400_휴대폰충전기,1500000375,전자카드충전(10000)
202010,2,S000154,금산인삼랜드(통영),6,100_한식당1,1100033292,흑돼지김치찌개_표준레시피
202010,3,S000154,금산인삼랜드(통영),41,510_호도과자,1100017581,참호두과자(3000) 
202010,4,S000154,금산인삼랜드(통영),37,560_소떡소떡,1100026927,소떡소떡
202010,5,S000154,금산인삼랜드(통영),3,450_옥외가판(커피),1100019637,아메리카노(H)
202010,1,S000157,덕유산(대전),29,팬텀(의류),1300000298,팬텀의류(10000)
202010,2,S000157,덕유산(대전),29,팬텀(의류),1300000815,팬텀의류(100000)
202010,3,S000157,덕유산(대전),54,탐엔탐스,1100023881,(탐탐)카페아메리카노4.1(연동)
202010,4,S000157,덕유산(대전),116,링스,1300002109,의류100000
202010,5,S000157,덕유산(대전),116,링스,1300002008,의류10000
202010,1,S000158,덕유산(통영),37,팬텀,1300007637,4의류 100000(팬텀)(신)
202010,2,S000158,덕유산(통영),119,덕유반상,1100032910,한우국밥
202010,3,S000158,덕유산(통영),37,팬텀,1200012835,3의류 10000(팬텀)(신)
202010,4,S000158,덕유산(통영),10,링스,1300000816,링스(100000)
202010,5,S000158,덕유산(통영),62,탐앤탐스,1100023881,핫아메리카노(새미래)41
202010,1,S000165,산청(대전),26,탐앤탐스,1100023881,카페아메리카노 
202010,2,S000165,산청(대전),26,탐앤탐스,1100023859,아이스카페아메리카노 
202010,3,S000165,산청(대전),3,즉석,1100006291,호두과자(3000)
202010,4,S000165,산청(대전),2,한식당,1100028268,7.순두부찌개
202010,5,S000165,산청(대전),34,델리시아,1100030195,소떡소떡(4000)
202010,1,S000166,산청(통영),28,탐앤탐스,1100019660,아이스아메리카노(I) 
202010,2,S000166,산청(통영),28,탐앤탐스,1100023881,카페아메리카노 
202010,3,S000166,산청(통영),34,델리시아,1100030195,소떡
202010,4,S000166,산청(통영),2,한식당,1100033417,등심돈가스
202010,5,S000166,산청(통영),6,즉석코너,1100006291,3.호두과자(3000)
202010,1,S000173,선산(양평),43,카페드롭탑,1100026110,ICE아메리카노/드롭탑
202010,2,S000173,선산(양평),1,가판매장(A),1100028541,소떡소떡
202010,3,S000173,선산(양평),8,한식당,1100023738,해물순두부
202010,4,S000173,선산(양평),8,한식당,1100021684,뚝배기불고기 
202010,5,S000173,선산(양평),31,의류매장,1300000815,의류(전문매장) 
202010,1,S000174,선산(창원),36,의류매장,1300000815,의류(전문매장) 
202010,2,S000174,선산(창원),36,의류매장,1300000298,의류(전문매장) 
202010,3,S000174,선산(창원),1,가판매장(A),1100026712,소떡소떡(신)
202010,4,S000174,선산(창원),7,한식당,1100023738,해물순두부
202010,5,S000174,선산(창원),2,가판매장(C),1100006242,호도과자 
202010,1,S000177,영산(창원),124,723_탐앤탐스[직영],1100023859,ICE아메리카노[탐] 
202010,2,S000177,영산(창원),124,723_탐앤탐스[직영],1100023881,아메리카노[탐] 
202010,3,S000177,영산(창원),82,610_풍경마루,1100027620,소고기장터국밥[풍경마루]
202010,4,S000177,영산(창원),127,631_열린매장1,1100027284,소떡소떡[직영열린]
202010,5,S000177,영산(창원),82,610_풍경마루,1100027322,해물순두부(한식)
202010,1,S000179,칠서(양평),2,040_한식,1100028987,얼큰돼지김치찌개
202010,2,S000179,칠서(양평),2,040_한식,1100024853,나물비빔밥과된장찌개
202010,3,S000179,칠서(양평),2,040_한식,1100028086,장터국밥(한식)
202010,4,S000179,칠서(양평),46,엔젤리너스,1100029819,아메리카노(I)R
202010,5,S000179,칠서(양평),46,엔젤리너스,1100029823,아메리카노(H)S
202010,1,S000195,횡성(인천),45,한식(신)(O),1100014296,한우국밥-한식
202010,2,S000195,횡성(인천),94,탐앤탐스(O),1100023859,ICE_4100-탐앤탐스
202010,3,S000195,횡성(인천),94,탐앤탐스(O),1100023881,HOT_4100-탐앤탐스
202010,4,S000195,횡성(인천),41,호도과자(가)(O),1100006235,5000호도과자-웰빙 
202010,5,S000195,횡성(인천),70,육대장(O),1100022081,육개장-육대장
202010,1,S000201,문막(강릉),26,별미우동,1100024878,내촌한우국밥
202010,2,S000201,문막(강릉),127,던킨도너츠,1300012813,던킨)먼치킨(4000)
202010,3,S000201,문막(강릉),13,한과,1100012291,통호두호두과자
202010,4,S000201,문막(강릉),128,롯데리아,1100026375,한우불고기버거세트
202010,5,S000201,문막(강릉),35,임시매장,1100026712,소떡소떡(신)
202010,1,S000203,여주(강릉),147,(신)여흥옥,1100011819,여흥옥설렁탕
202010,2,S000203,여주(강릉),145,진어전(제조),1100025476,가마보꼬즉석어묵
202010,3,S000203,여주(강릉),145,진어전(제조),1100030050,꼬치국물어묵(대봉)
202010,4,S000203,여주(강릉),102,(신)(신관)간식(군밤,1100018288,군밤(구관)
202010,5,S000203,여주(강릉),139,희망상회(닭강정),4700000075,닭강정(청년)1000
202010,1,S000204,여주(인천),64,호도과자코너,1100006284,(4)10000호도과자(너섬식품) 
202010,2,S000204,여주(인천),64,호도과자코너,1100006235,(3)5000호도과자(너섬식품) 
202010,3,S000204,여주(인천),81,한식당,1100024878,(1)한우국밥(한식)
202010,4,S000204,여주(인천),66,떡볶이.오징어,1100026712,소떡소떡/직영
202010,5,S000204,여주(인천),82,양식당,1100019854,(11)등심돈가스(양식)
202010,1,S000207,용인(강릉),50,맥도날드,1100023980,후렌치후라이-M 
202010,2,S000207,용인(강릉),11,한식전문점(1번코너),1100026588,소고기등심국밥
202010,3,S000207,용인(강릉),16,통감자,1100028494,소떡소떡3500
202010,4,S000207,용인(강릉),64,드롭탑,1100026110,ICE아메리카노/드롭탑
202010,5,S000207,용인(강릉),9,양식덮밥(2번코너),1100027332,떡만두라면
202010,1,S000208,용인(인천),10,가판1(호도과자),1100006269,9.5000호도과자 
202010,2,S000208,용인(인천),61,드롭탑,1100026110,ICE아메리카노/드롭탑
202010,3,S000208,용인(인천),1,한식당,1100026588,소고기등심국밥
202010,4,S000208,용인(인천),13,가판3(핫바),1100020778,12.소떡소떡
202010,5,S000208,용인(인천),10,가판1(호도과자),1100006220,8.3000호도과자 
202010,1,S000211,춘천(부산),24,커피매장,1100014844,아이스아메리카노
202010,2,S000211,춘천(부산),24,커피매장,1100011129,아메리카노
202010,3,S000211,춘천(부산),34,시즌푸드코트,1100022575,꼬마김밥
202010,4,S000211,춘천(부산),2,한식당,1100033476,순두부찌개(표준레시피)
202010,5,S000211,춘천(부산),29,호두과자,1100006235,호도과자 
202010,1,S000213,홍천강(춘천),25,까페베네,1100025987,아메리카노(I) H아메리카노(카페베네)
202010,2,S000213,홍천강(춘천),25,까페베네,1100025986,아메리카노(I) 아이스아메리카노(카페베네)
202010,3,S000213,홍천강(춘천),25,까페베네,1100017575,샷추가(500)
202010,4,S000213,홍천강(춘천),5,050_열린매장,1100025645,소떡소떡(소)
202010,5,S000213,홍천강(춘천),5,050_열린매장,1100033811,치즈팡팡소세지
202010,1,S000217,치악(부산),32,029_의류매장,1300000815,의류(전문매장/100000)
202010,2,S000217,치악(부산),32,029_의류매장,1300000298,의류(전문매장) 의류(전문매장)
202010,3,S000217,치악(부산),46,028_망고식스(소미미),1300012226,소미미단팥빵
202010,4,S000217,치악(부산),34,019_할리스커피,1100017876,카페아메리카노 
202010,5,S000217,치악(부산),32,029_의류매장,1300007636,의류(쿨핑)
202010,1,S000218,치악(춘천),15,130_할리스커피,1100017900,아이스아메리카노 
202010,2,S000218,치악(춘천),15,130_할리스커피,1100017876,카페아메리카노 
202010,3,S000218,치악(춘천),26,의류매장,1300000298,의류(전문매장) 의류(전문매장)
202010,4,S000218,치악(춘천),8,170_만쥬리아코너,1100026712,소떡소떡(신)
202010,5,S000218,치악(춘천),12,080_호도과자,1100029858,호/호두과자(5000)
202010,1,S000221,단양팔경(춘천),43,커피매장,1100010844,아이스아메리카노
202010,2,S000221,단양팔경(춘천),43,커피매장,1100009980,아메리카노
202010,3,S000221,단양팔경(춘천),8,400_옥외매장,1100026927,소떡소떡
202010,4,S000221,단양팔경(춘천),7,020_한식/양식,1100016064,육개장
202010,5,S000221,단양팔경(춘천),41,양식코너,1100018933,마늘왕돈가스
202010,1,S000223,단양팔경(부산),44,할리스,1100017876,[할]HOT아메리카노[빨]
202010,2,S000223,단양팔경(부산),44,할리스,1100017900,[할]ICE아메리카노[빨]
202010,3,S000223,단양팔경(부산),1,식당(한식/양식),1100033357,소고기국밥(8000)(표준레시피)
202010,4,S000223,단양팔경(부산),5,외부매장(직영),1100026712,소떡소떡(신)
202010,5,S000223,단양팔경(부산),1,식당(한식/양식),1100033363,차돌된장찌개(7500)(표준레시피)
202010,1,S000225,안동(부산),2,한식당,1100016503,이동삼안동간고등어구이 이동삼안동간고등어구이
202010,2,S000225,안동(부산),44,300_엔제리너스,1100029820,아메리카노(I)S
202010,3,S000225,안동(부산),44,300_엔제리너스,1100029823,아메리카노(H)S
202010,4,S000225,안동(부산),42,200_옥외매장,1100027284,소떡소떡(신)
202010,5,S000225,안동(부산),43,210_호두과자,1100029858,호도호두과자(5000)
202010,1,S000226,안동(춘천),6,한식당,1100016503,이동삼안동간고등어구이 이동삼안동간고등어구이
202010,2,S000226,안동(춘천),46,엔젤리너스,1100029823,아메리카노(H)S
202010,3,S000226,안동(춘천),8,210_병과,1100029858,호도호두과자(5000)
202010,4,S000226,안동(춘천),6,한식당,1100022135,소고기국밥
202010,5,S000226,안동(춘천),4,김밥라면,1100002537,김치라면 
202010,1,S000229,군위(부산),46,할리스커피,1100017900,I)아메리카노 
202010,2,S000229,군위(부산),46,할리스커피,1100017876,H)아메/에스프레소 
202010,3,S000229,군위(부산),13,가판2,1100020778,소떡소떡 
202010,4,S000229,군위(부산),13,가판2,1100003440,가마보꼬(3500)
202010,5,S000229,군위(부산),13,가판2,1100023125,웨스턴핫바
202010,1,S000230,군위(춘천),54,할리스커피,1100017876,S)에스프레소꼰빠냐
202010,2,S000230,군위(춘천),54,할리스커피,1100017900,I)아메리카노 
202010,3,S000230,군위(춘천),10,계절상품코너,1100020778,소떡소떡 
202010,4,S000230,군위(춘천),10,계절상품코너,1100023125,웨스턴핫바
202010,5,S000230,군위(춘천),64,멀티샵,1300000815,멀티샵(100000)
202010,1,S000233,동해(삼척),29,바우드코리아,1300000299,의류(전문매장) 바우드코리아(10000)
202010,2,S000233,동해(삼척),49,도이터 매장,1300000319,의류(전문매장) 블랙야크<10000>
202010,3,S000233,동해(삼척),49,도이터 매장,1300007587,의류(전문매장) 나이키
202010,4,S000233,동해(삼척),29,바우드코리아,1300000816,의류(전문매장) 바우드코리아(100000)
202010,5,S000233,동해(삼척),52,드롭탑,1100021103,ice아메리카노
202010,1,S000236,장유(서부산),1,한식,1100031958,9) 코바코등심돈가스
202010,2,S000236,장유(서부산),1,한식,1100027000,5) 통영해물순두부찌개(8000)
202010,3,S000236,장유(서부산),19,엔젤리너스,1100018143,아이스아메리카노(엔젤)
202010,4,S000236,장유(서부산),5,스낵,1100006235,호도과자 
202010,5,S000236,장유(서부산),1,한식,1100000704,2) 콩나물해장국밥 
202010,1,S000238,벌곡(대전),19,2-1 한식(편의점),1100028409,고불소고기비빔밥
202010,2,S000238,벌곡(대전),19,2-1 한식(편의점),1100027322,해물순두부(한식)
202010,3,S000238,벌곡(대전),32,옥외매장,1100006292,통호두호두과자 
202010,4,S000238,벌곡(대전),40,딜라이트,1100032802,딜)아메리카노HOT
202010,5,S000238,벌곡(대전),32,옥외매장,1100026927,소떡소떡
202010,1,S000240,벌곡(논산),3,식당,1100021865,수제등심돈가스
202010,2,S000240,벌곡(논산),18,탐앤탐스,1100023859,I)아메/아이스티4100 탐탐 
202010,3,S000240,벌곡(논산),5,통감자,1100026712,소떡소떡3500 열린매장
202010,4,S000240,벌곡(논산),5,통감자,1100006235,5000호도과자 열린매장
202010,5,S000240,벌곡(논산),3,식당,1100021856,떡라면5.0
202010,1,S000268,문경(양평),1,편의점,1200038906,건어물8종
202010,2,S000268,문경(양평),3,의류,1300002090,의류(50000) 
202010,3,S000268,문경(양평),3,의류,1300002114,의류(100000) 
202010,4,S000268,문경(양평),3,의류,1300002538,의류(20000) 
202010,5,S000268,문경(양평),1,편의점,1200041922,웰빙칩스
202010,1,S000269,함평나비(광주),32,탐앤탐스커피매장,1100023859,IC아메리카노(신) 
202010,2,S000269,함평나비(광주),32,탐앤탐스커피매장,1100023881,아메리카노(신) 
202010,3,S000269,함평나비(광주),9,열린매장,1100026712,소떡소떡(신)
202010,4,S000269,함평나비(광주),1,식당,1100033490,돈가스(표준레시피)
202010,5,S000269,함평나비(광주),24,로띠번빵매장,1100026458,로띠번
202010,1,S000270,함평나비(무안),34,탐앤탐스커피매장,1100023859,IC아메리카노(신) 
202010,2,S000270,함평나비(무안),34,탐앤탐스커피매장,1100023881,아메리카노(신) 
202010,3,S000270,함평나비(무안),3,열린매장,1100026712,소떡소떡(신)
202010,4,S000270,함평나비(무안),3,열린매장,1100024048,수제어묵바 
202010,5,S000270,함평나비(무안),23,로띠번빵매장,1100026458,로띠번
202010,1,S000273,문경(창원),43,252_의류전문매장,1300000815,의류(전문매장) 의류(전문매장)
202010,2,S000273,문경(창원),43,252_의류전문매장,1300000298,의류(전문매장) 의류(전문매장)
202010,3,S000273,문경(창원),20,100_한식당,1100033527,문경소고기국밥(표준레시피)
202010,4,S000273,문경(창원),20,100_한식당,1100033526,문경해물순두부(표준레시피)
202010,5,S000273,문경(창원),69,101_기사식당,1100001149,제육덮밥 
202010,1,S000274,구정(속초),19,070_로띠번,1100011208,아이스카페라떼 
202010,2,S000274,구정(속초),19,070_로띠번,1100016197,카페라떼 카페라떼
202010,3,S000274,구정(속초),17,060_한식당,1100024848,화촌버섯육개장
202010,4,S000274,구정(속초),20,080_스낵매장,1100030559,뚝불고기
202010,5,S000274,구정(속초),18,050_코바코,1100017792,코바코떡만두라면
202010,1,S000277,남성주참외(창원),63,놀부부대찌개(유명),1100029720,(놀부)놀부부대찌개
202010,2,S000277,남성주참외(창원),54,쌈지(잡화),1300007654,의류(전문매장) 외부행사
202010,3,S000277,남성주참외(창원),51,할리스,1100017900,할리스 ICE아메리카노(빨)
202010,4,S000277,남성주참외(창원),2,식당(한식),1100033365,바글바글김치찌개 김치찌개(7500)(표준레시피)
202010,5,S000277,남성주참외(창원),2,식당(한식),1100025321,고등어구이신규
202010,1,S000278,남성주참외(양평),69,의류매장(클라이머홀릭),1300000102,의류(전문매장)
202010,2,S000278,남성주참외(양평),76,토스트&와플,1100020339,토스트세트(불갈비베이컨)
202010,3,S000278,남성주참외(양평),22,할리스,1100017900,아이스아메리카노 
202010,4,S000278,남성주참외(양평),22,할리스,1100017876,카페아메리카노 
202010,5,S000278,남성주참외(양평),3,한식당,1100033365,바글바글김치찌개 김치찌개(7500)(표준레시피)
202010,1,S000280,화서(영덕),39,탐앤탐스,1100023881,카페아메리카노 
202010,2,S000280,화서(영덕),2,100_한식당,1100033404,등심돈가스(표준레시피)
202010,3,S000280,화서(영덕),85,미도어묵,1100029883,미도어묵핫바
202010,4,S000280,화서(영덕),39,탐앤탐스,1100023859,(I)아메리카노아이스티 
202010,5,S000280,화서(영덕),85,미도어묵,1100030121,프리미엄오징어어니언바(매운맛)
202010,1,S000286,진안마이산(장수),2,100_한식당,1100017861,제육덮밥정식
202010,2,S000286,진안마이산(장수),2,100_한식당,1100024677,해물부대찌개
202010,3,S000286,진안마이산(장수),35,망고식스,1100022727,아메리카노(ICE)
202010,4,S000286,진안마이산(장수),35,망고식스,1100022764,아메리카노(HOT)
202010,5,S000286,진안마이산(장수),2,100_한식당,1100023738,해물순두부
202010,1,S000288,고성공룡나라(통영),36,엔제리너스(직영),1100029820,아메리카노(I)S
202010,2,S000288,고성공룡나라(통영),36,엔제리너스(직영),1100029823,아메리카노(H)S
202010,3,S000288,고성공룡나라(통영),37,옥외매장(직영),1100026712,소떡소떡(신)
202010,4,S000288,고성공룡나라(통영),28,한식당,1100018409,흑돼지김치찌개 
202010,5,S000288,고성공룡나라(통영),37,옥외매장(직영),1100023605,문어야채바 
202010,1,S000289,고성공룡나라(대전),25,엔제리너스,1100029823,아메리카노(H)S
202010,2,S000289,고성공룡나라(대전),2,한식당,1100018409,흑돼지김치찌개 
202010,3,S000289,고성공룡나라(대전),2,한식당,1100028086,장터국밥(한식)
202010,4,S000289,고성공룡나라(대전),7,옥외매장,1100027284,소떡소떡(신)
202010,5,S000289,고성공룡나라(대전),23,망고식스,1100022727,아메리카노(ICE) 
202010,1,S000292,덕평,137,블랙야크행사,1200013284,블랙야크행사(1000)
202010,2,S000292,덕평,391,까스텔바작,1300002013,의류(10000) 로베르따(10000)
202010,3,S000292,덕평,296,1한식,1100031788,덕평소고기국밥
202010,4,S000292,덕평,261,K2행사,1300008692,K2행사(1000)
202010,5,S000292,덕평,201,잭니클라우스,1200013187,잭니클라우스(1000)
202010,1,S000293,청통(대구),50,091_엔제리너스,1100020535,시즌아메리카노(ICE)
202010,2,S000293,청통(대구),50,091_엔제리너스,1100020536,시즌아메리카노(HOT)
202010,3,S000293,청통(대구),6,060_옥외매장,1100026712,소떡소떡(신)
202010,4,S000293,청통(대구),6,060_옥외매장,1100006235,호도과자 
202010,5,S000293,청통(대구),2,020_한식코너,1100030569,한)얼큰해물순두부
202010,1,S000294,와촌(포항),62,브라더꽈배기,1100021992,PB일반빵
202010,2,S000294,와촌(포항),41,망고식스,1100022727,ICE아메리카노
202010,3,S000294,와촌(포항),41,망고식스,1100022764,HOT아메리카노
202010,4,S000294,와촌(포항),2,020_한식코너,1100015366,순두부찌개(표준 레시피)
202010,5,S000294,와촌(포항),8,080_옥외매장,1100026927,소떡소떡
202010,1,S000295,괴산(양평),99,한식당(직영),1100033311,흑돼지김치찌개(표준레시피)
202010,2,S000295,괴산(양평),99,한식당(직영),1100033299,얼큰해물순두부찌개(표준레시피)
202010,3,S000295,괴산(양평),89,달인 수제 어묵,1100024190,고추어묵 
202010,4,S000295,괴산(양평),83,크리스피크림,1100022626,크리스피아메리카노ICE 
